[WARN] Hardware modules not available - running in simulation mode
=== REIP Node - Robot 5 [SIM (unique ports)] ===
Trust Model: Three-tier confidence-weighted
  Personal: 1.0, ToF: 1.0, Peer: 0.3
  Suspicion threshold: 1.5, Recovery: 0.1

  Logging to: logs/robot_5_20260226_172142.jsonl
Initializing hardware...
  Hardware: SIMULATED
[INFO] Position socket listening on port 25105
[INFO] Peer socket listening on port 25205
[INFO] Fault socket listening on port 25305
Ready!

=== DECENTRALIZED MODE - No leader coordination ===
=== Detection Bounds: T1=2 cmds, T3=8 cmds | Impeachment: T1=8 cmds, T3=32 cmds ===
Running... Press Ctrl+C to stop

[R5] pos=(200,683) state=exploring leader=None trust=1.00 susp=0.00 cov=38.5%/100.0%
[R5] pos=(200,683) state=exploring leader=None trust=1.00 susp=0.00 cov=38.5%/100.0%
[R5] pos=(200,683) state=exploring leader=None trust=1.00 susp=0.00 cov=38.5%/100.0%
[R5] pos=(200,683) state=exploring leader=None trust=1.00 susp=0.00 cov=38.5%/100.0%
[R5] pos=(200,683) state=exploring leader=None trust=1.00 susp=0.00 cov=38.5%/100.0%
[R5] pos=(200,683) state=exploring leader=None trust=1.00 susp=0.00 cov=38.5%/100.0%
[R5] pos=(200,683) state=exploring leader=None trust=1.00 susp=0.00 cov=38.5%/100.0%
[R5] pos=(200,683) state=exploring leader=None trust=1.00 susp=0.00 cov=38.5%/100.0%
[R5] pos=(200,683) state=exploring leader=None trust=1.00 susp=0.00 cov=38.5%/100.0%
[R5] pos=(200,683) state=exploring leader=None trust=1.00 susp=0.00 cov=38.5%/100.0%
[R5] pos=(200,683) state=exploring leader=None trust=1.00 susp=0.00 cov=38.5%/100.0%
[R5] pos=(200,683) state=exploring leader=None trust=1.00 susp=0.00 cov=38.5%/100.0%
[R5] pos=(200,683) state=exploring leader=None trust=1.00 susp=0.00 cov=38.5%/100.0%
[R5] pos=(200,683) state=exploring leader=None trust=1.00 susp=0.00 cov=38.5%/100.0%
